A2_District	gender resp	age	Head_Household	educ	HH women	HH girls	HH men	HH boys	girls_school	boys_school	marital	residency	income	employment	income_source	A15 CFW	A15 Unconditional cash transfer	A15 Water supply	A15 Training	A15 Hygiene education	A15  Improved sanitation	A15 Agricultural support	A15 GBV support	disabled	disabled_HH	received_cash	persone_sick	B1_own_land	B1_AcresOwned	B3 Maize	B3 Beans	B3 Tomatoes	B3 other	B4 Maize_seeds	B4 Beans_seeds	B4 tomatoes_seeds	B4 other_seeds	B5 Maize_source	B5 Beans_Source	B5 tomatoes_source	B5 Other_source	B7 MaizeAcres	B7 Acres Beans	B7 Acres Tomatoes	B7 Acres Other	B8 MaizeEnough	B8 BeansEnough	B8 tomatoEnough	B8 OtherEnough	B9 Maize_fert	B9 Beans_fert	B9 Tom_fert	B9 other_fert	B15 Maize_fert_AVSI	B15 Bean_fert_AVSI	B15 tomatoes_fert_AVSI	B15 Other_fert_AVSI	B19 Modern agricultural practices	B19 Harvesting and post-harvesting handling	B19 Use of agricultural inputs	B19 Fertilizer application	B19 Soil erosion control	B19 Pest management	B19 Other training	B20_AVSI_equip	Equipment received	B25_FishFarm	C1_AVSI_CFW	D1_received_CT	E1_MainsourceWaterDry	E1_MainsourceWaterRainy	E3_Time_Water_Rainy	E4_Time_Water_Dry	E5_liters_per_day	E6_Boreholes_village	dry jan	dry feb	dry mar	dry apr	dry may	dry jun	dry jul	dry aug	dry sep	dry oct	dry nov	dry dec	E7_Water_treatment_kits	E9_sanitation	E10_people_per_toil	E11_latrines_proj	E12_Women_men_sep	E13_School_toil	E14_Toil_solar	latrines_OK	E15 Before preparing meals	E15 Before serving food	E15 Before eating	E15 Before feeding a baby	E15 After cleaning the baby of the feaces	E15 After using the toilet	E15 After handling garbage	E15 After playing with children	E16_Handwahs_why	E17_wash_with_what	E18_used_toil_lasttime	E19_covidTraning	E20 Jerry can	E20 Soap	E20 towel	E20 Underwear	E20 Nail cutter/clipper	E20 Comb	E21_heard_radio_Hygmess	E22_WasteManagement	feedback_text	category	A3_Village	girls_school_%	boys_school_%	gender HHH	age HHH	HH Total	income_per_member
Kismayo	Female	55	Yes	Some Primary	1	2	1	3	2	2	Married	Host Community	120	Self-employed	Small scale trade	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	2.47105	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	0.6177635	0.6177635	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	No	Yes	Tube well/borehole	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	20	60	100	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Pit latrine	10	Yes	No	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	1.0	0.6666666666666666	Female	55	7	17.142857142857142
Kismayo	Male	26	Yes	Some Primary	1	2	1	1	0	0	Married	IDP	100	Self-employed	Livestock	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Unprotected dug well	Unprotected dug well	60	60	40	1	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Pit latrine	7	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	QamQam	0.0	0.0	Male	26	5	20.0
Kismayo	Male	35	Yes	Some Primary	1	4	1	4	4	4	Married	Host Community	150	Self-employed	Livestock	No	No	No	No	No	No	Yes	No	No	No	No	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	No	No	Yes	No	Yes	No	Yes	Pesticides and vitamins of animals	No	No	No	Unprotected dug well	Unprotected dug well	120	120	30	1	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Pit latrine	9	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	No	No	No	No	No	No	No	No	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	1.0	1.0	Male	35	10	15.0
Kismayo	Female	45	Yes	Some Primary	2	3	2	3	2	1	Married	IDP	80	Self-employed	Casual employment	No	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	2.47105	Yes	No	No	0	Recycled	0	0	0	Saved from own harvest	0	0	0	0.6177635	0.0	0.0	0.0	No	0	0	0	Given by relatives/friends	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Tube well/borehole	Tube well/borehole	30	60	100	2	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	Pit latrine	15	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes	No	No	No	To be healthy	With water and ash	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Daif	0.6666666666666666	0.3333333333333333	Female	45	10	8.0
Kismayo	Male	57	Yes	Some Primary	1	3	1	3	3	3	Married	Host Community	120	Self-employed	Livestock	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	7.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Animal treatments, fertilizers and farming tools	No	No	No	Unprotected dug well	Unprotected dug well	60	120	25	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	15	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	No	No	No	No	No	No	No	No	0	Supply of pesticide and multi vitamins treatments for farm animals	Daif	1.0	1.0	Male	57	8	15.0
Kismayo	Female	30	Yes	Completed primary	1	6	0	1	3	1	Other	Host Community	60	Self-employed	Land cultivation	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	4.94211	Yes	No	No	0	Recycled	0	0	0	Saved from own harvest	0	0	0	1.23553	0.0	0.0	0.0	No	0	0	0	Given by relatives/friends	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Tube well/borehole	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	80	2	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Pit latrine	11	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be healthy	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.5	1.0	Female	30	8	7.5
Kismayo	Female	35	Yes	Some Primary	1	6	1	3	3	2	Married	Host Community	100	Self-employed	Livestock	No	No	No	No	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	17.2974	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.23553	1.23553	1.23553	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	No	No	Tube well/borehole	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	120	180	100	2	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Pit latrine	30	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	QamQam	0.5	0.6666666666666666	Female	35	11	9.090909090909092
Kismayo	Female	70	No	No education	2	1	1	3	0	0	Married	Host Community	100	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	4.0	Yes	Yes	Yes	Saseme	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	0.2	0.2	0.2	0.2	No	No	No	No	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	10	60	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	10	Yes	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	No	The respondent informed  that she did not receive any assistance in this year	Supply of pesticide and multi vitamins treatments for farm animals	Yontoy	0.0	0.0	Male	50	7	14.285714285714286
Kismayo	Male	33	Yes	No education	1	7	1	2	4	0	Married	IDP	150	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.3	0.3	0.3	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	15	60	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Bush (in the open place)	14	No	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	No	Yes	No	No	No	No	No	No	No	No	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.5714285714285714	0.0	Male	33	11	13.636363636363637
Kismayo	Male	34	Yes	No education	1	2	1	3	0	0	Married	Host Community	110	Unemployed	Casual employment	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	Yes	No	No	0	No	No	No	Public tap/standpipe	Public tap/standpipe	20	20	60	1	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Pit latrine	18	Yes	No	Yes	Yes	Yes	No	No	Yes	Yes	No	No	No	No	To reduces spread/ transmission of disease	Water alone	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.0	0.0	Male	34	7	15.714285714285714
Kismayo	Male	30	Yes	No education	1	2	1	1	0	0	Married	Host Community	200	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	8.0	Yes	Yes	Yes	Sasame	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	0.1	0.1	0.1	0.1	No	No	No	No	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	1	1	1	1	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Tube well/borehole	10	30	80	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	7	Yes	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	No	0	Supply of pesticide and multi vitamins treatments for farm animals	Yontoy	0.0	0.0	Male	30	5	40.0
Kismayo	Male	39	Yes	Some Primary	2	2	1	3	2	3	Married	Host Community	170	Self-employed	Land cultivation	No	No	No	Yes	No	No	Yes	Yes	No	Yes	Yes	Yes	Yes	3.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.0	0.0	0.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Farming tools and pesticides	No	No	No	Unprotected dug well	Unprotected dug well	200	250	50	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	14	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Gobweyn	1.0	1.0	Male	39	8	21.25
Kismayo	Female	39	Yes	No education	3	2	1	4	0	0	Married	IDP	90	Unemployed	Casual employment	No	No	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	Yes	No	No	0	No	No	No	Public tap/standpipe	Public tap/standpipe	15	30	90	0	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	17	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Haji Weyne	0.0	0.0	Female	39	10	9.0
Kismayo	Female	35	Yes	No education	1	4	1	1	0	0	Widower	Host Community	150	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	5.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.3	0.3	0.3	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Tube well/borehole	20	20	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	10	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	No	No	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.0	0.0	Female	35	7	21.428571428571427
Kismayo	Female	19	No	Some Primary	1	1	1	2	0	0	Married	IDP	100	Self-employed	Aid	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	Yes	No	Yes	Farming tools and pesticides and vitamins	No	No	No	Unprotected dug well	Protected dug well	120	120	40	1	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	13	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.0	0.0	Male	30	5	20.0
Kismayo	Female	50	No	No education	1	3	1	2	3	2	Married	IDP	200	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	10.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Tube well/borehole	60	60	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Bush (in the open place)	7	No	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	To reduces spread/ transmission of disease	With water and sand	No	Yes	No	No	No	No	No	No	Yes	No	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	1.0	1.0	Male	50	7	28.571428571428573
Kismayo	Male	32	Yes	No education	1	1	1	1	0	0	Married	IDP	100	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	1.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0.1	0.1	0.1	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	30	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	5	Yes	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	No	0	Supply of pesticide and multi vitamins treatments for farm animals	Daif	0.0	0.0	Male	32	4	25.0
Kismayo	Male	55	Yes	No education	1	3	2	4	1	4	Married	Host Community	200	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.1	0.1	0.1	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	15	30	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	15	Yes	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	No	No	No	No	No	No	No	No	No	No	I am one of the elders in charge of 2 donkeys with carts provided to the village.	Supply of donkeys with a cart for the transport of agricultural products	Daif	0.3333333333333333	1.0	Male	55	10	20.0
Kismayo	Male	30	Yes	Completed primary	1	2	1	2	0	0	Married	Host Community	150	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	4.94210763	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	1.0	1.0	1.0	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	15	30	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	10	Yes	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and ash	Yes	No	No	No	No	No	No	No	Yes	No	0	Supply of donkeys with a cart for the transport of agricultural products	Bulo Garsey	0.0	0.0	Male	30	6	25.0
Kismayo	Male	27	No	No education	1	2	1	1	1	1	Married	Host Community	100	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	No	0	No	No	No	Unprotected dug well	Unprotected dug well	120	120	30	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	5	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Tools and fertilizer beneficiary	Warkoy	0.5	1.0	Male	31	5	20.0
Kismayo	Female	38	Yes	Some Primary	1	3	1	2	2	1	Married	Host Community	145	Self-employed	Land cultivation	No	No	No	No	No	Yes	Yes	Yes	No	Yes	No	Yes	Yes	6.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Tools and fertilizer	No	No	No	Unprotected dug well	Unprotected dug well	120	120	45	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	7	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Warkoy	0.6666666666666666	0.5	Female	38	7	20.714285714285715
Kismayo	Female	30	No	Some Primary	1	2	1	2	1	1	Married	IDP	100	Self-employed	Land cultivation	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	No	No	Yes	No	Yes	No	Yes	Fertilizers and farming tools	No	No	No	Unprotected dug well	Unprotected dug well	120	120	40	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	7	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	QamQam	0.5	0.5	Male	30	6	16.666666666666668
Kismayo	Male	45	Yes	Some Primary	1	3	1	3	2	2	Married	IDP	120	Self-employed	Land cultivation	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	6.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Farming tools and fertilizer	No	No	No	Unprotected dug well	Unprotected dug well	120	120	35	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	8	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Warkoy	0.6666666666666666	0.6666666666666666	Male	45	8	15.0
Kismayo	Female	32	No	Some Primary	1	5	1	3	2	2	Married	Host Community	100	Self-employed	Casual employment	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	49.4211	Yes	No	No	0	Recycled	0	0	0	Saved from own harvest	0	0	0	2.47105	0.0	0.0	0.0	No	0	0	0	Given by relatives/friends	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Protected dug well	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	100	1	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	Pit latrine	10	No	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	To be healthy	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Yontoy	0.4	0.6666666666666666	Male	52	10	10.0
Kismayo	Female	32	Yes	Some Primary	1	3	1	3	2	1	Married	Returnee	80	Self-employed	Land cultivation	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	12.3553	Yes	Yes	Yes	0	Recycled	Recycled	Recycled	0	Saved from own harvest	Saved from own harvest	Saved from own harvest	0	2.47105	2.47105	2.47105	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Tube well/borehole	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	120	80	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Pit latrine	12	No	No	Yes	No	No	Yes	Yes	Yes	Yes	No	Yes	Yes	No	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Gobweyn	0.6666666666666666	0.3333333333333333	Female	32	8	10.0
Kismayo	Male	46	Yes	Some Primary	1	6	1	6	2	2	Married	Returnee	120	Self-employed	Land cultivation	No	No	No	No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	29.6526	Yes	No	No	0	Recycled	0	0	0	Saved from own harvest	0	0	0	2.47105	0.0	0.0	0.0	No	0	0	0	Given by relatives/friends	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Public tap/standpipe	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	20	120	1	1	Yes	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	Pit latrine	15	No	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	QamQam	0.3333333333333333	0.3333333333333333	Male	46	14	8.571428571428571
Kismayo	Male	43	Yes	Some Primary	1	5	1	4	3	3	Married	Host Community	140	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Farming tools and ferilizer	No	No	No	Unprotected dug well	Unprotected dug well	120	120	40	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	7	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	QamQam	0.6	0.75	Male	43	11	12.727272727272727
